content_id,subject,sentiment_value,sentiment_word
186WA2DwMKuLdmvR,价格,0,
18cJkHiGPZd5xlvX,安全性,0,
18jWbPSzdFqrYVGH,价格,0,
18sbwglESLoPCJ9I,操控,1,
1A9bzwnefxZk0WHp,外观,-1,
1aYrZnCMKBoX3s4E,外观,0,
1bpLtJvP8Q7lXmOc,动力,0,
1BvD8xQqpmouKl2w,动力,0,
1BwODEj0vsXiWGTP,内饰,0,
1crqAxvdL7tWVUYy,动力,0,
1crqAxvdL7tWVUYy,操控,0,
1CwuOaQ7pEiXxDSG,操控,0,
1dmywtHGpMv4OshJ,舒适性,-1,
1EvsVKno6IwH2qhi,操控,0,
1fvPaU68LRyBGIjE,动力,0,
1gDbBUCoNH2r90KS,舒适性,0,
1gNF8ZublsnHy9QA,外观,0,
1gNF8ZublsnHy9QA,操控,0,
1gNF8ZublsnHy9QA,空间,0,
1H0jf4nGJyNBS7T9,价格,0,
1hcPIDwvJRbsXrOi,舒适性,1,
1HKS4tw3Z7r5Mjbd,价格,0,
1hM4eqwczXF6buG2,动力,-1,
1hTnwObE6Pv4ilI2,舒适性,0,
1IS5ErKoGiW4Jjls,价格,0,
1IsGtN04Adonir9e,油耗,0,
1j4xlC2mOrdWVIne,动力,0,
1K2Gk5SxDBmhfrZV,操控,0,
1k9CN2VgtfcWvboz,动力,0,
1KiNolhdjJ9z37AB,动力,1,
1KiNolhdjJ9z37AB,操控,1,
1KOu64ej9JfRQgmv,动力,0,
1KOu64ej9JfRQgmv,油耗,0,
1KRVcuea2SYEsynd,价格,0,
1KsgYqaxejh4PHFk,价格,0,
1ku5LiXyCl8rcbSm,外观,0,
1kyHEuOvg5LRYpox,价格,0,
1LCz8qEbDP60pKM4,动力,0,
1LDt9yAJwhUZK405,动力,0,
1M3ASJzo8XjtKBqE,动力,0,
1MQhApRcGsqHjKWa,动力,0,
1mwePGfKiBF8Qx2M,价格,0,
1N25Pj3QwCy9Dqra,动力,0,
1N3UhTZpWO0rQS98,空间,1,
1N9UmOxJXQRVSeFY,舒适性,-1,
1NiFvMeJH0mGW3DL,动力,-1,
1NxrRQWBTJFw7A2d,内饰,0,
1PJGTyFNK4ewhopq,安全性,0,
1PRfjZqklzMx3UCD,空间,0,
1pWf3iFRshlZVL8K,内饰,0,
1pWf3iFRshlZVL8K,外观,0,
1QDHtwCLTPKxBFyV,内饰,-1,
1QGXBsRqOgCI0cuY,油耗,0,
1qT9KYyC8el7Om4M,舒适性,0,
1rGSYnOx9Fb2ULQX,配置,0,
1rnyWNaQlKjGgpHs,动力,0,
1roZPfezp2xJIDGi,油耗,0,
1rVGbeaJqAvOgw3F,内饰,0,
1sH6vpcFZPUxGLyQ,操控,0,
1sH6vpcFZPUxGLyQ,油耗,0,
1SK5FhgGrNiCPsYV,配置,0,
1TDsROGkEPHfcaM5,动力,0,
1tpdk4rKRMabJDuW,动力,0,
1TpwYUG4nbQxhfKk,操控,0,
1u3v620mNLZjPxfw,动力,0,
1UFKiJnMPgWyGpHc,安全性,0,
1UgWP0Rwodecm69S,动力,1,
1UgWP0Rwodecm69S,内饰,-1,
1UZSqnC93b8B2gmt,操控,0,
1V59zNkpvIGy4XwW,动力,0,
1V59zNkpvIGy4XwW,舒适性,0,
1VhUgba2PRp3Nlsn,配置,1,
1VkicdAOjC6rPqXW,油耗,0,
1VMimQcjl2OfzCA4,动力,0,
1WCAISQtuEdTZ7G5,舒适性,0,
1WEKjB6LkhONQ3Me,价格,1,
1wqRWndTe3Vh28gZ,动力,-1,
1YJesnbcOQUfohiF,动力,0,
1yjVZfueAY5JPlhK,内饰,0,
1ySvCAtWFBYEdzDQ,配置,0,
1YwSypxjgB5KTOUm,动力,0,
1YwSypxjgB5KTOUm,油耗,-1,
1YyTakcRLKS43CWs,外观,1,
1Zcg56b8nvoaFBDN,操控,0,
1zELMpAGRZvfocUP,操控,0,
1ZK058AwxXSMBguY,动力,0,
1zkIPQn47Hm2gL3O,价格,0,
20o1aeNxbApYK5SO,内饰,0,
21BHMtZ3lbmzvYWI,动力,0,
237pFikwragGBfnt,动力,-1,
23dl14boAyWkLuOr,动力,1,
23EJ8RwY9PcotslQ,动力,-1,
23pkjh6DKnwPW1tL,配置,0,
23VdWzG4iAgYZtSR,安全性,0,
24imyrkH9Bcu067W,配置,0,
25ESL9jkRTeBpK78,价格,0,
25FAjOSa9Rbehop7,油耗,0,
25VfHL3CAgipODor,价格,0,
26mIHhVZc5wsp8ra,油耗,0,
27b8ida3GRCrgcnh,价格,0,
27hA0oXHBEJqOxRc,动力,0,
27hA0oXHBEJqOxRc,安全性,0,
27L3iuZcNMldVCEz,动力,0,
27L3iuZcNMldVCEz,内饰,0,
28Ec15qaJXDK6v4d,动力,0,
28vmCdNLH3JfZ7uo,安全性,0,
29zOhgdxb5Ry3irG,舒适性,0,
2afQM1eJpVdBmOzo,动力,0,
2ANDtOx0nkc7ISr8,价格,0,
2aqWbx1RtHduJYZN,价格,0,
2b6R1V7kQS8UMxY3,动力,0,
2bD10pnutcEgHox5,操控,0,
2BivearLNTk9Hb75,油耗,0,
2bOjLc9nHvaXKGiY,动力,0,
2BUa1VeO5o7vFWZl,空间,0,
2BWMN0iP6mO7QhuI,配置,0,
2CU98tIruaRAhoyK,价格,0,
2E5Wf3SN7dOK6M90,动力,0,
2EQY6zSfWwdOsiar,动力,1,
2eRJECFPTcoNtvBr,舒适性,0,
2F5v8I3ZRdiSVOlM,安全性,0,
2gO7dWM6rD9SHvEY,油耗,0,
2GrgmBpqVNXOwiE8,操控,0,
2hIvNkLfKmxZ4BGO,配置,1,
2hL4TIYXNMzwyBdS,动力,0,
2HM9K0C3dWPmAXjk,动力,0,
2Hp9McN70xnzy8qJ,操控,-1,
2hqQiRpTBVmNdtEo,动力,0,
2hx3CD9eVPnFQvOG,配置,0,
2ie4Fb7PBfK8TH5Z,动力,0,
2ie4Fb7PBfK8TH5Z,操控,0,
2jJXvw58LHgT3RBD,动力,0,
2jNbDn85goX3IuPE,价格,0,
2JqoZuxGv3zHET7t,动力,0,
2JqoZuxGv3zHET7t,油耗,0,
2k1nzxwgAK3Yjl0Z,动力,0,
2KmFDO30ZfPdW4qJ,配置,1,
2KmFDO30ZfPdW4qJ,操控,1,
2kPQNdoOUXpuWJmx,空间,0,
2Mg3CxG1vhfWHAVk,动力,0,
2mpYHKbezMT4aRD1,价格,0,
2NKrEM8Cn97Ih65B,配置,0,
2nYNZxBzcQm0UrVH,动力,0,
2P7XFg6CqrktpmTo,动力,0,
2PCdKQrDXktUp8yR,油耗,0,
2Pts6o7fgMxzUBiy,舒适性,-1,
2qVcJnuP0IzAof9U,内饰,0,
2R4d6VSmUIrT7Ewp,动力,0,
2RiwI7YfACXp3094,价格,0,
2RpguLf3rM8dsliP,价格,0,
2rSVHChAxW68amsf,配置,0,
2t0TxgfnZEOmWprh,操控,0,
2u0Jcw8TEns6KlQp,油耗,1,
2UBZ7gjF0de9SRWc,价格,0,
2uLOHnhE9IBebqmt,配置,0,
2vQZt3cUpPxq1aFb,油耗,-1,
2vSQnRuZdGO1MFUi,价格,-1,
2VWOd6lnSviTrQY0,动力,0,
2vxTrNlJpOiR68Y0,价格,0,
2w1orQ7IHc9piAuV,价格,0,
2WAtqCpk3EHsYNLG,价格,0,
2Wygd0tjvE4KzIcX,动力,0,
2xfszA0kaCNoSyBm,内饰,0,
2xquOsEThjWnBbNR,动力,0,
2y8lfrJqpsKDHAIv,动力,0,
2YvN9c8p3yrlhIQt,内饰,0,
2yXFUC73mrzZNcOg,外观,-1,
2Z0EdPaSK3CBfNxn,动力,0,
2ZCfsbon6041kpPF,舒适性,0,
2zF6AfHu5GoP0nSD,动力,-1,
2zF6AfHu5GoP0nSD,操控,-1,
2zF6AfHu5GoP0nSD,舒适性,-1,
2zKxtGpXQ8Rj1fq6,安全性,0,
2zv0uHRgWOJlwMU6,舒适性,-1,
30y5YwctKi67oVPx,舒适性,0,
34ZmXx2FUJvlq9sw,操控,0,
389Drm5jzBFvIZ2i,动力,1,
389Drm5jzBFvIZ2i,操控,1,
39GHL0vs8hg2bpl1,动力,-1,
3AjGH21zsbULCrfY,动力,0,
3AjGH21zsbULCrfY,舒适性,0,
3AJkt7mQYBeqS8nf,动力,0,
3AsFYcJ4OrW8wT7l,配置,0,
3bhVfsTD75wFKXCn,动力,0,
3BKOx5DzMaQsi0RZ,油耗,1,
3BKOx5DzMaQsi0RZ,舒适性,1,
3BnjVOpPxEDifwWX,舒适性,0,
3cir2QENRKYHP7lh,价格,0,
3CqUE7YejPir8Q5R,安全性,0,
3Cs9orcTeFh1dN87,油耗,-1,
3Cw8jkALXivOMqfx,动力,0,
3D8VpF9nbjTK4NsB,动力,0,
3D8VpF9nbjTK4NsB,舒适性,0,
3DeEYXjZ4kSnTcgN,动力,0,
3dOu6RFEPH7UKp5w,价格,1,
3e4RCs9lGvLokq0I,安全性,0,
3ePOA5JHayrbDik8,动力,0,
3GaSHdJUs4wDYfkR,动力,0,
3GtNOfDcna4Mzk5i,动力,0,
3hctzfuMi9F0r17m,价格,1,
3HdWEaZ04DPAhLfk,舒适性,-1,
3HqNa5tQLnDRroW6,油耗,0,
3Ia5jSb8YGLmHcRM,操控,1,
3iJr9qLspWNb01ku,动力,0,
3IULXkViPBDKYjvw,动力,0,
3IULXkViPBDKYjvw,操控,0,
3iwoIFd40qa6gL2C,价格,0,
3IxjdMX1y4NOf6Dn,动力,1,
3IXzVv7KpRC2tdQS,动力,0,
3izf14LrOXENZ0oq,油耗,0,
3jSw0GWRJQ9BXoyt,舒适性,-1,
3k8eQMZPvtwiIFHx,配置,0,
3khFvjR1T5c0JYiz,内饰,0,
3KJtCHr7FBT4QicW,油耗,0,
3knX4jPwYobfINyt,价格,0,
3ks0g29pfmleDLCM,操控,0,
3m21lZW0VHhj8ubL,安全性,0,
3m7VUknLa6Ff5rPc,安全性,0,
3MjvJUXBzegF45KT,动力,0,
3MUnVxBgrpACibu6,舒适性,-1,
3mx8sGnaFXHRuyJ1,价格,0,
3NhbUuHVIMT8Bn0G,动力,0,
3NQxUShkd8iuRemf,油耗,1,
3o2NpcuQXmYRAtiM,价格,0,
3OFdtEnJhzgjDvwG,油耗,-1,
3oieAkKgJqSuN4FD,安全性,0,
3OMkZftxL7eP0sal,舒适性,0,
3oqNdjLtr6HBxkKD,价格,1,
3p07am26KFC89NBM,油耗,0,
3PFMipY58XBxkbTz,动力,0,
3pjICsZE4KXyHYA8,价格,0,
3PmUtOoX1gWzcQls,价格,0,
3qravlupfdIAMznx,空间,1,
3qVmrKu1wxJb0X6I,安全性,-1,
3qwLtDRmbYQjdo2Z,价格,0,
3s9NFKhCQk70Ti2E,动力,0,
3ScMm5EIxqvaLFoR,油耗,0,
3ScMm5EIxqvaLFoR,舒适性,0,
3Sd8RqFJ9AWUegEz,动力,-1,
3sHOQd5VmCz6npUY,油耗,0,
3T0nlua8zKrYfJkS,外观,0,
3T1kt2VzxdEMKBP9,配置,0,
3Td6ia7n5BNLqjxh,配置,0,
3ufdvW9n6LpxtUmo,外观,1,
3UorZFbcVqYBINzC,油耗,0,
3W9IVfP4BuTlv6Fa,外观,-1,
3waoGs6DLeRjrxOB,配置,0,
3WVqgl5iaRbOdHe2,操控,1,
3WVqgl5iaRbOdHe2,舒适性,0,
3xW28YUPNywkseaM,油耗,0,
3ya5ghm4wi9xcjTe,价格,0,
3ZbvpDxzf2sLtuGS,价格,0,
3Zl8sQoSMrOUCyhg,价格,1,
3zRnIiYMks1mAqQW,动力,0,
41eNytp265rMwURB,安全性,0,
41nm2EQI9BXljaDk,内饰,0,
41UzNi5pMPDG7nhf,外观,0,
42VhMRSsCcn85kEd,动力,1,
43ECkLtdMJix2Qqr,外观,-1,
43tBqOFe5pnRJzYa,油耗,0,
459SqGuHIRB01lfZ,动力,0,
459SqGuHIRB01lfZ,安全性,0,
46g2h81A0iHdXVec,操控,1,
46MLinC7oydImAvW,动力,0,
48VTs1tk2MiZaYzO,价格,0,
48z5cVlk6ZWgRBEC,油耗,1,
48z5cVlk6ZWgRBEC,舒适性,1,
49QO2PvCuqBXlNm8,舒适性,-1,
4AsOEboI5MDzCnNi,操控,0,
4AsOEboI5MDzCnNi,油耗,0,
4AsOEboI5MDzCnNi,舒适性,0,
4aUn8IJ1to3uCeT6,舒适性,1,
4C1iftvQzxIA29g6,价格,0,
4CfAHREP6kLViwFv,外观,0,
4cNTIxAwjOkSB8Vv,内饰,0,
4cvVJBESDHTtI36w,价格,0,
4dK6PbtN2Jy8Q9h7,油耗,0,
4DYd1iOjm0oSpxAw,动力,0,
4DYd1iOjm0oSpxAw,油耗,1,
4E89KD7gJiHqnTlh,动力,0,
4E9Ahb80ecm1LMUQ,价格,0,
4EAzQ5fsvxLb9NU2,动力,0,
4EAzQ5fsvxLb9NU2,操控,0,
4Edoe7gf9r6LnvVa,操控,0,
4EUXhTtA5Il0DPGY,价格,0,
4F0A5wNBjgcPe8yV,价格,-1,
4fHtuZJCXYdhlFVm,安全性,0,
4fi6wDdFSEjBIWQ8,空间,1,
4ft3dcD51ujCWYrR,动力,0,
4FVSX6WxIHC9T1UB,动力,-1,
4fwWyYn2VSGZMtP3,操控,0,
4g0atrv2DRVYoAbX,安全性,0,
4gQzHJslw2IaT0fj,价格,0,
4grifhEPpnxc0WS3,价格,0,
4GtwAy9VoSdC1nfI,操控,0,
4Gu5FCl1ypm3MYjh,价格,0,
4Gu5FCl1ypm3MYjh,内饰,0,
4Gu5FCl1ypm3MYjh,外观,0,
4HDxLrP1ZczkA0pm,油耗,0,
4HG21KA0fZ3YwICx,操控,0,
4HiuD8M0I1ocRf2S,动力,-1,
4HUeVy0np6h3zRxF,动力,1,
4HUeVy0np6h3zRxF,内饰,0,
4IaeJtysbVYSuPxE,油耗,0,
4IFe7cSHyhAUYDNa,操控,1,
4IONEgTitCLGye9Z,价格,0,
4Ist9FJBkGATqYjO,价格,0,
4JY13N7dOhtQ9RwS,油耗,0,
4k3tieWlLmIREGnc,动力,0,
4Kd9bsYSFvMipwWy,动力,0,
4lgW2bI6VZhocyQJ,内饰,0,
4LWtTjkh5yrq0Jpf,安全性,0,
4m6eQ5x1t7GYjPN0,安全性,1,
4m6eQ5x1t7GYjPN0,空间,1,
4M6mNHPQekDvbptV,动力,0,
4MJFjzA0lOP7WLQr,油耗,1,
4mupsO9QdHIjAZCx,价格,0,
4MXdqTW3CZt9D5Un,动力,0,
4N70AwcexTqDCoJr,空间,-1,
4nAlYpJof87Nj1F3,操控,0,
4NjVBL3t7FWqgPJX,动力,0,
4Nl2xiHZkwfqG5Lh,安全性,-1,
4Nx9kchmQwlHE3YI,价格,0,
4NxrYhDPQgiMsvGA,油耗,0,
4oFy08L1DuhbO2dp,油耗,0,
4OQTzh9fl8UtSXD6,价格,0,
4oye1CWiz3OBaKTl,动力,0,
4p3sNjknCaxIr7Dq,动力,0,
4p3sNjknCaxIr7Dq,油耗,0,
4p5xbNDUMLAwvzrY,动力,0,
4p5xbNDUMLAwvzrY,操控,-1,
4PUWD5HkGZFdcYr6,动力,0,
4PwzKmMobHRDs5tB,动力,0,
4PwzKmMobHRDs5tB,油耗,0,
4qUJbHaBIm5jXeuV,操控,0,
4R7v9W6KAlHjESwk,动力,0,
4RpKoDmk1wrHYGIM,舒适性,0,
4RVkp9T1vbwXCsfx,油耗,0,
4SDY29tXIivB6VLZ,动力,0,
4SNleaZoPbsivAJE,内饰,-1,
4soFa9L1QAYwVndf,价格,0,
4SvW5z09YxAUDcgd,舒适性,0,
4T3COzh0KP98wnWv,油耗,-1,
4TErfMzgFCnDRPqe,动力,0,
4thTeMKoNiIgx65W,外观,0,
4tlfWveDHL9wcZ7m,安全性,0,
4tWrTOAjecVDyFYl,油耗,0,
4TxVo6Op8kXv3mHR,动力,0,
4uqtBNeIW192y6vx,动力,0,
4uS8QryXBUawDcg6,舒适性,-1,
4vedD3ThESw9KJxN,动力,0,
4vHOx2oj7cmynaG1,动力,-1,
4VP7a2mh6D3XcCL1,动力,0,
4WOkTuMarEPw5fo7,动力,0,
4WOkTuMarEPw5fo7,操控,-1,
4WOkTuMarEPw5fo7,舒适性,-1,
4wZWbHCFdfML9KuG,内饰,1,
4y9QBvba8NG1nImJ,动力,0,
4y9QBvba8NG1nImJ,操控,0,
4YDzrFcZdyMnwSBt,油耗,0,
4yL7D9NefqodO8FB,动力,0,
4ymlGnAZ0zKUXadS,价格,0,
4z5lDrFvm30f6qGk,舒适性,0,
4zBtJOUsglWbkduc,动力,0,
4Zci7QKdEwlLutJV,操控,0,
4zEfxWMd0jVAcbTS,油耗,0,
4zYov3y16dDnTiFU,安全性,0,
50S4C7pzuKaWctdG,价格,0,
50URtN4rqHjKGT7p,油耗,0,
52jEpMRoDNvPHwSb,舒适性,-1,
546EUdlygJWfBtXa,动力,0,
54BO8AXVfUluaEn6,舒适性,0,
54tGhC6PrfmegIA1,动力,0,
57u21nvchePbGKEy,油耗,0,
592wQPGZTWVgIei7,动力,0,
5AfBLghIkQqWeXbG,价格,-1,
5aLpYW4eOu28wXV1,动力,0,
5aLpYW4eOu28wXV1,操控,0,
5b2XhIBYPOCfMzcu,动力,0,
5bldocje2YZPXLQI,舒适性,0,
5BpobZA6VjnmyLEI,配置,0,
5cq2rLbojOuFiMZS,动力,0,
5CToUfp48us1Mc9z,油耗,0,
5DzJlZEOe2VLKpSX,动力,0,
5euFG8IjPlKJVYNt,动力,0,
5GALxB0cmZ8pkMgs,配置,0,
5GBLPV2kyCApzocS,动力,0,
5GPVFrmzW2pqw6xf,操控,-1,
5gRpXMthv6sO9lme,舒适性,0,
5gZRvF7r1sCnxi6S,油耗,0,
5hlv1GcgFWRDLi8u,价格,-1,
5HmfocLnRZCkiyYu,操控,0,
5HmfocLnRZCkiyYu,油耗,0,
5HmRBYaT9ZqApoi6,油耗,0,
5hOKZlLqyXkAcRnx,价格,0,
5hOKZlLqyXkAcRnx,配置,0,
5HrMYVT9X4f0qoSk,外观,0,
5hscw7oaqFm3iCBx,操控,0,
5ib4SYvR2FKUGaxC,操控,0,
5iu4wQkAB6TEhYUa,动力,0,
5J0bl1Qz3UGk2tda,价格,0,
5j2EQieO1NwMJm30,动力,1,
5JBfIwshEo6tUk7K,动力,-1,
5jCfSe8z9wo1sU6i,价格,0,
5JH7EyxlfhzKV2ts,油耗,0,
5jHabez9oxP4CY8O,油耗,-1,
5JOC0X3EVDl2QiTt,价格,0,
5JVOtZAaNHzepM9E,动力,0,
5kwbXrfVS62FnKDh,舒适性,0,
5kyiUJ0LTNMVFZfq,油耗,0,
5lFRLkuUODQ6wJES,舒适性,-1,
5lgjSRwKCb3D4WTF,油耗,0,
5LlbWQ3gV8OmMpZA,价格,0,
5lVQw2qxZ8jSzHOA,动力,0,
5lWHK0DEnU7g8S1C,动力,0,
5m8qpWEe4MJ91khU,动力,0,
5mFxldXzJ3yViTMZ,动力,0,
5mFxldXzJ3yViTMZ,空间,-1,
5MQGd62eiTfzcZ4Y,动力,0,
5MQGd62eiTfzcZ4Y,价格,0,
5mSq8s3B9KQJ2rU1,价格,0,
5NSDcVQFsH0gYfu2,价格,-1,
5nximF6XTzfJZa4A,价格,0,
5OnA2CYcuDi97QXy,动力,0,
5ORFufGL1gJqPXcb,油耗,0,
5OuJwTDEbhPQXsVd,价格,1,
5pg1QZAXaSYf8R7W,价格,0,
5qgWvjE0eFGixOBd,油耗,0,
5r40CE1jGfLliA7k,动力,0,
5rBkYEyl1IU0TVhC,操控,-1,
5sC9Gq4L713vcpWt,动力,0,
5SMgPUyoustRpH1C,价格,0,
5TCU9c6I3esSFVx7,油耗,-1,
5uj6bGWhXVE2aceA,配置,-1,
5UPW7gfxl9jTcMuN,安全性,0,
5USD0pfeCldLT79m,动力,0,
5vHgNbhRuU7IEK0W,配置,1,
5vIQZ276cW9nhlUs,动力,-1,
5vK4NwID8nk6YFTE,动力,0,
5vlPLnVmc2N1R8kj,油耗,0,
5Vw9YWlqvpEbGOAJ,动力,-1,
5Vw9YWlqvpEbGOAJ,操控,-1,
5XeSM7fP2031Eulx,油耗,0,
5XznxhYNAGF7WKJD,内饰,0,
5XznxhYNAGF7WKJD,安全性,0,
5Zakj4TDEnQlGx8s,舒适性,0,
60efGsWEIovKlryX,外观,0,
62sQWPTeBkg1xVRb,操控,0,
62sQWPTeBkg1xVRb,舒适性,0,
63h4gAi9FBpNsRVa,外观,0,
63RsQ9a0JqXobE4m,配置,0,
64eN5ZExUkXqpPa3,内饰,0,
64eN5ZExUkXqpPa3,配置,-1,
64RkNdunL9TrUSQy,价格,0,
65t8T14jmI3BnKED,配置,0,
67DTu0RotiWjxlNL,操控,0,
68jBJULyWclT9Pir,安全性,-1,
69y0XPjCS2stYaGp,动力,0,
6ALsOa4BdUbFfGr7,动力,0,
6amUCgNLMsArF9wQ,安全性,0,
6AzsD3lBJFKg0tqL,动力,0,
6b1yQrFJhdi2aZso,动力,0,
6b1yQrFJhdi2aZso,价格,0,
6BaeLJtDuKXYQgb7,油耗,0,
6cLXpr1xS2AKefTv,价格,0,
6ct3pL1JOEMoRhsU,动力,0,
6DamWvyBdIQ08GXb,内饰,-1,
6dcWpFIZTkUAo7iD,动力,0,
6DWMVcopvEKwU4PJ,舒适性,-1,
6e2J5pdRaqDWvSgE,动力,-1,
6e4AszdSm1Bwy5MV,动力,0,
6Ewe2kxO5msAg0yU,动力,-1,
6Ewe2kxO5msAg0yU,油耗,-1,
6fcmSWe4PADnHtC9,空间,0,
6fhUj0IQYdxzOs3H,价格,0,
6fzMXoFPDSmA2IJE,动力,0,
6GjoJk7wyDZVFQ3C,内饰,0,
6GjoJk7wyDZVFQ3C,空间,0,
6GMYQa0Ag4o9nsZ2,油耗,0,
6gn5PQHoqLklrtde,操控,0,
6GwWLY2tHaTyFkvc,舒适性,0,
6he8MRfxsKvuJB5O,安全性,0,
6hfTwBpMCeHUqbux,动力,1,
6hRudOSyMmNPqC7g,内饰,0,
6huJNeXjFqAyTPdQ,价格,0,
6hwIrAy2t3COvJPb,空间,1,
6HxLhDasVpPgMm8K,动力,1,
6HxLhDasVpPgMm8K,油耗,0,
6i0Rzsv4pVEHkXM9,价格,-1,
6iJFqmouRMTEKetS,动力,0,
6IS9dU2DjXiy1Lap,舒适性,0,
6jce4mRanQMGoE9b,油耗,0,
6jfyrSUHvhFIEXTw,配置,0,
6jm8uWBCpZwo5RFI,动力,0,
6JZHOqne2YW01FVz,安全性,0,
6KAEeR50NHCkzTpd,动力,1,
6kb0ugUnx21EcRPO,内饰,1,
6kb0ugUnx21EcRPO,安全性,1,
6kCpDM1SoTf0jJPE,配置,-1,
6kQosp7JMF8ldnt2,动力,0,
6kVpj1gEBvbLRGd4,动力,0,
6LDqH9ebQCNaBgYE,价格,0,
6M3jNxtA8XIeo5YV,动力,0,
6M82aRsBQKULt7TY,安全性,0,
6M82aRsBQKULt7TY,操控,0,
6mJSlntYXB28sq9u,安全性,0,
6mRUdJ7Y1erPAtS8,动力,0,
6nb4X8DrhGIysL9R,配置,-1,
6nKVmXyjiAvMeYIf,舒适性,0,
6nulXChYs8biaKg7,操控,1,
6NVSl0ok8ma1uBCE,价格,0,
6OdjnoPyKUQaDv31,价格,0,
6omjpEvQXhJDKW3B,安全性,0,
6oPvUG1VLyzSKxOM,操控,0,
